"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","Clicks","Impressions","CTR","Position","URL Encoded Address","Crawl Timestamp"
"https://www.lightchiropractic.sg/licensed-chiropractor-singapore/","text/html; charset=UTF-8","200","OK","Indexable","","Licensed Chiropractor Dr. Theo Kieu | Light Chiropractic","56","494","Licensed Chiropractor Dr. Theo Kieu | Light Chiropractic","56","494","Experience the safest methods of eliminating your chronic pain with the best chiropractor in Singapore and head of Light Chiropractic -- Dr. Theo Kieu.","151","921","","","Licensed Chiropractor in Singapore - Dr. Theo Kieu","50","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/licensed-chiropractor-singapore/","","","","","","","403","","1","","106","102","0","97.140","33","26","0","4","4","0","","0","","","c2cd2d8e94aa30909ae150546adfd882","","","","","","1.1","31","1346","0.023","3.420","https://www.lightchiropractic.sg/licensed-chiropractor-singapore/","2022-11-17 09:48:26"
"https://www.lightchiropractic.sg/user-sitemap/","text/html; charset=UTF-8","200","OK","Indexable","","User Sitemap - Light Chiropractic","33","295","User Sitemap - Light Chiropractic","33","295","","0","0","","","","0","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/user-sitemap/","","","","","","","170","","1","","103","102","0","97.140","58","26","0","4","4","0","","0","","","a42684d50158c1c3ace363cd07e1aa6b","","","","","","1.1","0","3","0.000","13.330","https://www.lightchiropractic.sg/user-sitemap/","2022-11-17 09:48:26"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/06/best-in-singapore-chiropractor-sbo-badge-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/06/best-in-singapore-chiropractor-sbo-badge-1.png","2022-11-17 09:48:28"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/06/singapore-child-chiropractic-adjustment.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/06/singapore-child-chiropractic-adjustment.jpg","2022-11-17 09:48:29"
"https://www.lightchiropractic.sg/treatment/neck-pain/","text/html; charset=UTF-8","200","OK","Indexable","","Neck Pain Treatment | Light Chiropractic","40","363","Neck Pain Treatment | Light Chiropractic","40","363","Live pain-free with safe chiropractic care designed for neck pain treatment. We are one of the only chiropractors in Singapore specializing in this type of care","160","958","","","Neck Pain","9","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/treatment/neck-pain/","","","","","","","777","","1","","106","102","0","97.140","37","26","0","4","4","0","","0","","","dc18e78c8da5b61be22fcdfe7fae584f","","","","","","1.1","0","367","0.000","41.350","https://www.lightchiropractic.sg/treatment/neck-pain/","2022-11-17 09:48:27"
"https://www.lightchiropractic.sg/testimonials/","text/html; charset=UTF-8","200","OK","Indexable","","Singapore Chiropractor Success Stories | Light Chiropractic","59","526","Singapore Chiropractor Success Stories | Light Chiropractic","59","526","Read the testimonials from our happy and satisfied clients who have experienced the vast benefits of chiropractic care. See testimonials for Light Chiropractic","159","971","","","Vince Koh","9","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/testimonials/","","","","","","","1007","","1","","206","102","0","97.140","37","26","0","8","8","0","","0","","","8a0cf76ff452f2bb97466e9e8756f580","","","","","","1.1","4","570","0.007","13.850","https://www.lightchiropractic.sg/testimonials/","2022-11-17 09:48:28"
"https://www.lightchiropractic.sg/wp-content/uploads/2021/12/Video-img.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2021/12/Video-img.jpg","2022-11-17 09:48:30"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/06/chiropractor-spine-adjustment-woman.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/06/chiropractor-spine-adjustment-woman.jpg","2022-11-17 09:48:30"
"https://www.lightchiropractic.sg/conditions-scoliosis/","text/html; charset=UTF-8","200","OK","Indexable","","Chiropractic Treatment for Scoliosis | Light Chiropractic","57","495","Chiropractic Treatment for Scoliosis | Light Chiropractic","57","495","Singaporeans who are experiencing pain/discomfort in the back or chest areas due to scoliosis may find the relief they need in chiropractic treatment.","150","919","","","Scoliosis","9","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/conditions-scoliosis/","","","","","","","1004","","1","","104","102","0","97.140","36","26","0","4","4","0","","0","","","f2a6606f8769444e178ad05002b19fac","","","","","","1.1","0","15","0.000","8.000","https://www.lightchiropractic.sg/conditions-scoliosis/","2022-11-17 09:48:28"
"https://www.lightchiropractic.sg/blog/","text/html; charset=UTF-8","200","OK","Indexable","","Blog | Light Chiropractic","25","212","Blog | Light Chiropractic","25","212","Click to find out what our team at Light Chiropractic has to say about treatment for conditions like back and neck pain, headaches and more.","140","866","","","Light Chiropractic Blog","23","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/blog/","","","","","","","464","","1","","110","102","0","97.140","76","41","0","4","4","0","","0","","","dac049748edce299ed8040374f273421","","","","","","1.1","0","14","0.000","20.640","https://www.lightchiropractic.sg/blog/","2022-11-17 09:48:29"
"https://www.lightchiropractic.sg/terms-of-use/","text/html; charset=UTF-8","200","OK","Indexable","","Terms of Use - Light Chiropractic","33","294","Terms of Use - Light Chiropractic","33","294","Agreement to terms of use for the Light Chiropractic website. Last updated October 24, 2018","91","573","","","","0","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/terms-of-use/","","","","","","","3981","","1","","104","102","0","97.140","33","26","0","5","5","0","","0","","","e03603360a75fb802cbfbf69a67e9776","","","","","","1.1","1","8","0.125","13.750","https://www.lightchiropractic.sg/terms-of-use/","2022-11-17 09:48:29"
"https://www.lightchiropractic.sg/faq/","text/html; charset=UTF-8","200","OK","Indexable","","Chiropractic Frequently Asked Questions | Light Chiropractic","60","535","Chiropractic Frequently Asked Questions | Light Chiropractic","60","535","Is it safe? Will it hurt? Get all the answers to the most commonly asked questions with Light Chiropractic's FAQ page to walk into your treatment confident.","156","951","","","FAQ","3","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/faq/","","","","","","","2274","","1","","206","102","0","97.140","34","26","0","4","4","0","","0","","","dda19efda2bef70a599b8009520eeed2","","","","","","1.1","0","19","0.000","17.470","https://www.lightchiropractic.sg/faq/","2022-11-17 09:48:31"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/06/chiropractic-adjustment-neck-spine-singapore-woman.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/06/chiropractic-adjustment-neck-spine-singapore-woman.jpg","2022-11-17 09:48:35"
"https://www.lightchiropractic.sg/wp-content/plugins/youtube-embed-plus/images/gallery-page-loader.gif","image/gif","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/plugins/youtube-embed-plus/images/gallery-page-loader.gif","2022-11-17 09:48:35"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/06/arm-hand-shoulder-chiropractic-treatment.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/06/arm-hand-shoulder-chiropractic-treatment.jpg","2022-11-17 09:48:36"
"https://www.lightchiropractic.sg/contact/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us | Light Chiropractic","31","271","Contact Us | Light Chiropractic","31","271","Interested in feeling better through chiropractic care? Contact us today to schedule an appointment at Light Chiropractic Clinic in Singapore to start healing.","159","961","","","Contact Us","10","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/contact/","","","","","","","152","","1","","242","102","0","97.140","33","26","0","5","4","0","93","1","","","3f110e54678c25d8571ec8ae342a45ee","","","","","","1.1","27","1482","0.018","3.900","https://www.lightchiropractic.sg/contact/","2022-11-17 09:48:35"
"https://www.lightchiropractic.sg/conditions-pregnancy/","text/html; charset=UTF-8","200","OK","Indexable","","Prenatal Chiropractic Treatment | Light Chiropractic","52","462","Prenatal Chiropractic Treatment | Light Chiropractic","52","462","Why should I have chiropractic care during pregnancy? How can chiropractic care help with pregnancy? Is the care safe during pregnancy? Click to find out.","154","957","","","Prenatal Chiropractic Care","26","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/conditions-pregnancy/","","","","","","","690","","1","","106","102","0","97.140","35","26","0","4","4","0","","0","","","f100f5a9ed3c0ed96828b8381447a014","","","","","","1.1","2","219","0.009","20.310","https://www.lightchiropractic.sg/conditions-pregnancy/","2022-11-17 09:48:35"
"https://www.lightchiropractic.sg/treatment/lower-back-pain/","text/html; charset=UTF-8","200","OK","Indexable","","Lower Back Pain Treatment | Light Chiropractic","46","421","Lower Back Pain Treatment | Light Chiropractic","46","421","Lower back pain affects many in Singapore. Our chiropractic adjustments help with pain management and treatment. Visit us for lower back pain relief today.","155","971","","","Lower Back Pain","15","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/treatment/lower-back-pain/","","","","","","","738","","1","","109","102","0","97.140","37","26","0","4","4","0","","0","","","86db837381111bbd46b3add7c889c942","","","","","","1.1","0","151","0.000","43.520","https://www.lightchiropractic.sg/treatment/lower-back-pain/","2022-11-17 09:48:35"
"https://www.lightchiropractic.sg/conditions-posture-and-gait/","text/html; charset=UTF-8","200","OK","Indexable","","Chiropractic Treatment for Posture and Gait | Light Chiropractic","64","566","Chiropractic Treatment for Posture and Gait | Light Chiropractic","64","566","If you are dealing with chronic neck, shoulder, or back pain and you believe that poor posture is to blame, consider a visit to Light Chiropractic in Singapore.","160","951","","","Chiropractic Treatment - Posture And Gait","41","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/conditions-posture-and-gait/","","","","","","","836","","1","","105","102","0","97.140","35","26","0","4","4","0","","0","","","2270ffb3fc24e0d73a220eb62de84273","","","","","","1.1","1","290","0.003","59.600","https://www.lightchiropractic.sg/conditions-posture-and-gait/","2022-11-17 09:48:36"
"https://www.lightchiropractic.sg/privacy-policy/","text/html; charset=UTF-8","200","OK","Indexable","","Privacy Policy - Light Chiropractic","35","297","Privacy Policy - Light Chiropractic","35","297","This is the privacy policy for the Light Chiropractic website, outlining how we use and store information.","106","636","","","Privacy Policy","14","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/privacy-policy/","","","","","","","687","","1","","107","105","0","100.000","34","26","0","4","4","0","","0","","","22a87649e499aa6d735ae654add46609","","","","","","1.1","0","6","0.000","12.330","https://www.lightchiropractic.sg/privacy-policy/","2022-11-17 09:48:37"
"https://www.lightchiropractic.sg/wp-content/plugins/youtube-embed-plus/images/playhover.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/plugins/youtube-embed-plus/images/playhover.png","2022-11-17 09:48:39"
"https://www.lightchiropractic.sg/treatment/","text/html; charset=UTF-8","200","OK","Indexable","","Conditions Treated at Light Chiropractic | Relief & Corrective Care","67","583","Conditions Treated at Light Chiropractic | Relief & Corrective Care","67","583","At Light Chiropractic, we treat a variety of conditions. Click to learn more about chiropractic treatment for your condition & how it can help you live healthy!","160","951","","","Conditions Treated at Light Chiropractic","40","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/treatment/","","","","","","","388","","1","","208","102","0","97.140","47","27","0","5","5","0","","0","","","6c948003494383979b820b2065521f83","","","","","","1.1","1","102","0.010","11.350","https://www.lightchiropractic.sg/treatment/","2022-11-17 09:48:38"
"https://www.lightchiropractic.sg/ankle-and-knee-pain/","text/html; charset=UTF-8","200","OK","Indexable","","Ankle and Knee Pain | Light Chiropractic","40","357","Ankle and Knee Pain | Light Chiropractic","40","357","Light Chiropractic can help treat hip, knee, ankle pain and discomfort using effective adjustment techniques targeting soft and hard tissues in these areas","155","944","","","Ankle and Knee Pain","19","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/ankle-and-knee-pain/","","","","","","","1057","","1","","106","102","0","97.140","35","26","0","4","4","0","","0","","","348850e3e51f0f0f7a333af383b44b7d","","","","","","1.1","2","685","0.003","79.370","https://www.lightchiropractic.sg/ankle-and-knee-pain/","2022-11-17 09:48:38"
"https://www.lightchiropractic.sg/conditions-chiropractic-for-kids/","text/html; charset=UTF-8","200","OK","Indexable","","Chiropractic Treatment For Kids | Light Chiropractic","52","459","Chiropractic Treatment For Kids | Light Chiropractic","52","459","Starting a child on chiropractic care from a young age makes it a lot easier to correct misalignments in the spine because the skeleton and tissues are growing.","160","974","","","Chiropractic Treatment for Kids","31","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/conditions-chiropractic-for-kids/","","","","","","","903","","1","","105","102","0","97.140","35","26","0","4","4","0","","0","","","b32d6d8fea6e0a11922a190e9c5141b6","","","","","","1.1","0","26","0.000","14.460","https://www.lightchiropractic.sg/conditions-chiropractic-for-kids/","2022-11-17 09:48:38"
"https://www.lightchiropractic.sg/treatment/slipped-disc/","text/html; charset=UTF-8","200","OK","Indexable","","Herniated Slipped Disc Treatment Singapore | Light Chiropractic","63","570","Herniated Slipped Disc Treatment Singapore | Light Chiropractic","63","570","Enjoy a non surgical fix to your slipped disc. Our chiropractor provides pain relief for sciatica, neck, hip and back symptoms caused by a herniated disc.","154","925","","","Herniated Disc","14","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/treatment/slipped-disc/","","","","","","","929","","1","","108","102","0","97.140","36","26","0","5","5","0","","0","","","984227d352d7f12a4dfaa8b46d801326","","","","","","1.1","1","1276","0.001","54.340","https://www.lightchiropractic.sg/treatment/slipped-disc/","2022-11-17 09:48:39"
